id,room_id,user_id,audio_url,x_pos,y_pos,created_at,title
daf79105-89e5-44eb-b4dc-7c462ac235ca,31baa2f1-8748-462b-9887-32a513348f1d,8798340d-7df4-4160-942a-5d222ea427b6,https://res.cloudinary.com/dh5odmxyi/video/upload/v1774559891/voicenote_1774559892734_reqw4q.webm,62.5869276110541,44.3572230099067,2026-03-26 21:18:13.206623+00,
