id,user_id,document_id,downloaded_at
15482799-7e4e-4fe6-9ed5-636986b33303,8798340d-7df4-4160-942a-5d222ea427b6,ded96abe-f428-436d-a273-417b41fe2f80,2026-03-26 23:42:55.102928+00
81d2cc7d-1a15-4394-8f17-4606193f710d,d364bb68-e2e4-4752-9ed6-88b53ead0c54,ded96abe-f428-436d-a273-417b41fe2f80,2026-04-02 18:59:29.570318+00
