id,poll_id,user_id,option_id,created_at
0e283974-0735-4dd2-8bb7-3fe1065fae4c,7044d948-b31b-4260-9552-b45a993190ef,8798340d-7df4-4160-942a-5d222ea427b6,o0,2026-04-03 10:12:54.343238+00
859999a8-e2b5-48e4-8331-731bcb0afd03,5e514dd6-d8b6-4233-8736-5a00c53a037f,8798340d-7df4-4160-942a-5d222ea427b6,o0,2026-03-14 21:57:16.44725+00
e1592885-509b-4be2-ab02-d4673980586c,7044d948-b31b-4260-9552-b45a993190ef,d364bb68-e2e4-4752-9ed6-88b53ead0c54,o0,2026-04-02 19:11:17.678864+00
f6f3f932-3712-4c02-87e9-a8a6a03365e8,7aa986f0-99aa-4339-a6ed-79f2d7210595,8798340d-7df4-4160-942a-5d222ea427b6,o1,2026-03-29 07:15:13.425684+00
