id,course_id,user_id,created_at
7f984536-e209-46a8-9c3b-ea5a390df149,be6599b5-f457-4b62-85a3-fb26cdba11fa,8798340d-7df4-4160-942a-5d222ea427b6,2026-04-04 11:23:56.749283+00
ae5b6793-e929-4a01-bf87-c76cd015984e,eadf2cf6-0043-42a5-a0af-2fb2526922d5,8798340d-7df4-4160-942a-5d222ea427b6,2026-04-04 11:23:54.596553+00
ca1988f7-4a61-4ab9-8687-eab4ada07ccd,878ec12a-4bd0-44d3-8cae-c4d521308477,8798340d-7df4-4160-942a-5d222ea427b6,2026-03-17 10:52:25.101258+00
db4b4928-dc3d-47c4-8b88-64fe9e23ed91,878ec12a-4bd0-44d3-8cae-c4d521308477,33c75afb-3e5a-4171-83de-8f915691c513,2026-03-22 18:24:35.616879+00
