id,course_id,user_id,progress,completed,created_at
082122da-98f7-4111-b5b9-4cff27bc1b15,878ec12a-4bd0-44d3-8cae-c4d521308477,8798340d-7df4-4160-942a-5d222ea427b6,0,false,2026-03-28 18:47:10.395376+00
233d2028-0699-4d0b-a728-d10d3af4a553,eadf2cf6-0043-42a5-a0af-2fb2526922d5,8798340d-7df4-4160-942a-5d222ea427b6,0,false,2026-03-28 18:47:05.269712+00
