id,course_id,uploader_id,name,storage_path,public_url,file_type,file_size,downloads_count,created_at
ded96abe-f428-436d-a273-417b41fe2f80,878ec12a-4bd0-44d3-8cae-c4d521308477,8798340d-7df4-4160-942a-5d222ea427b6,Basic Mathematics For Economists- Rosser-1.pdf,course-documents/878ec12a-4bd0-44d3-8cae-c4d521308477/1773608946785-o233r9dd2k8.pdf,https://rwtdjpwsxtwfeecseugg.supabase.co/storage/v1/object/public/uploads/course-documents/878ec12a-4bd0-44d3-8cae-c4d521308477/1773608946785-o233r9dd2k8.pdf,application/pdf,2450030,4,2026-03-15 21:09:20.541509+00
